Data;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;;;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;;;monit_pib_fgv;monit_pibagro_fgv;monit_pibind_fgv;monit_pibserv_fgv;;100;100;100;100
ago/07;147,059;171,457;139,999;146,421;;1,00016879;0,997933857;1,000426678;1,000199289;;ago/07;0,0311;0,1464;0,0496;0,0208;;dez/24;-0,031646439;-0,051213415;-0,097248078;-0,000994979;;181,5501421;35,12094178;166,6016613;181,8327423
set/07;142,576;132,866;133,256;145,833;;0,999695156;0,997749232;0,999518354;0,999959842;;set/07;0,0059;-0,1009;0,0158;0,0163;;mar/25;0,077296426;1,47435605;0,053002231;-0,022445523;;195,5833192;86,90171479;175,431921;177,7514112
out/07;147,762;112,109;142,439;149,378;;1,000363736;0,998437749;1,000689125;1,000243086;;out/07;0,0228;-0,5868;0,0634;0,0402;;jun/25;-0,037316064;-0,546706024;0,013682427;0,021620633;;188,2849195;39,39202379;177,8322555;181,5945093
nov/07;145,672;117,036;136,182;149,04;;0,999858556;1,000439483;0,999560724;0,999977373;;nov/07;-0,0083;-0,3372;-0,0232;0,0180;;;;;;;;;;;
dez/07;142,847;134,016;126,728;149,312;;0,999806071;1,001450836;0,999305782;1,00001825;;dez/07;0,0028;0,0326;-0,0445;0,0239;;;;;;;;;;;
jan/08;141,598;130,735;128,674;145,221;;0,999912564;0,999755178;1,000153557;0,99972601;;jan/08;-0,0423;0,1646;-0,0980;-0,0278;;;;;;;;;;;
fev/08;140,538;188,051;122,343;143,514;;0,99992514;1,004384136;0,999507981;0,999882455;;fev/08;-0,0356;0,5595;-0,1033;-0,0373;;;;;;;;;;;
mar/08;147,279;239,809;128,717;147,272;;1,000479657;1,002752338;1,000520994;1,000261856;;mar/08;0,0317;0,6902;0,0182;-0,0130;;;;;;;;;;;
abr/08;148,504;220,521;131,963;148,541;;1,000083175;0,999195693;1,000252181;1,000086167;;abr/08;0,0488;0,6338;0,0281;0,0230;;;;;;;;;;;
mai/08;149,751;175,465;137,146;150,95;;1,000083971;0,997956839;1,000392762;1,000162177;;mai/08;0,0647;-0,0101;0,1166;0,0510;;;;;;;;;;;
jun/08;150,819;177,072;138,391;151,934;;1,000071318;1,000091585;1,000090779;1,000065187;;jun/08;0,0238;-0,2755;0,0736;0,0314;;;;;;;;;;;
jul/08;156,19;225,288;145,23;153,424;;1,000356122;1,00272296;1,00049418;1,000098069;;jul/08;0,0511;0,0766;0,0978;0,0325;;;;;;;;;;;
ago/08;154,649;180,247;144,624;154,564;;0,999901338;0,998000737;0,999958273;1,000074304;;ago/08;0,0329;0,0810;0,0543;0,0238;;;;;;;;;;;
set/08;153,728;140,996;145,252;154,884;;0,999940446;0,997822377;1,000043423;1,000020703;;set/08;0,0198;-0,1461;0,0496;0,0193;;;;;;;;;;;
out/08;154,094;116,623;147,936;155,202;;1,000023808;0,998271369;1,000184782;1,000020531;;out/08;-0,0134;-0,5894;0,0186;0,0116;;;;;;;;;;;
nov/08;146,326;118,198;133,021;150,979;;0,999495892;1,000135051;0,998991794;0,999727903;;nov/08;-0,0540;-0,3768;-0,0780;-0,0231;;;;;;;;;;;
dez/08;140,347;131,316;114,946;151,104;;0,999591392;1,001109833;0,998641192;1,000008279;;dez/08;-0,0889;-0,0486;-0,2181;-0,0243;;;;;;;;;;;
jan/09;135,89;126,571;111,534;145,346;;0,99968243;0,999638658;0,999703165;0,999618938;;jan/09;-0,1230;0,0883;-0,2662;-0,0645;;;;;;;;;;;
fev/09;135,504;182,02;106,264;144,335;;0,999971595;1,004380861;0,999527498;0,999930442;;fev/09;-0,0754;0,5132;-0,2127;-0,0442;;;;;;;;;;;
mar/09;147,602;242,172;120,94;150,616;;1,000892815;1,003304692;1,001381089;1,000435168;;mar/09;0,0547;0,7336;0,0611;-0,0016;;;;;;;;;;;
abr/09;144,648;218,536;119,347;149,016;;0,999799867;0,999023999;0,999868282;0,99989377;;abr/09;0,0664;0,6717;0,0776;0,0259;;;;;;;;;;;
mai/09;146,965;161,981;127,21;152,341;;1,000160182;0,997412097;1,000658835;1,00022313;;mai/09;0,0853;-0,0268;0,1909;0,0552;;;;;;;;;;;
jun/09;147,567;160,957;128,469;153,17;;1,000040962;0,999936783;1,00009897;1,000054417;;jun/09;0,0001;-0,3624;0,0626;0,0171;;;;;;;;;;;
jul/09;152,298;198,232;135,065;154,111;;1,0003206;1,002315836;1,000513431;1,000061435;;jul/09;0,0522;-0,0341;0,1272;0,0339;;;;;;;;;;;
ago/09;153,514;170,878;137,159;156,704;;1,000079843;0,998620102;1,000155036;1,000168255;;ago/09;0,0441;0,0869;0,0768;0,0284;;;;;;;;;;;
set/09;153,354;136,435;137,832;158,59;;0,999989577;0,997984351;1,000049067;1,000120354;;set/09;0,0390;-0,1085;0,0718;0,0350;;;;;;;;;;;
out/09;156,28;116,21;145,333;159,84;;1,0001908;0,998517609;1,000544213;1,00007882;;out/09;0,0260;-0,4870;0,0748;0,0367;;;;;;;;;;;
nov/09;154,955;118,42;139,982;160,379;;0,999915216;1,000190173;0,999631811;1,000033721;;nov/09;0,0096;-0,3306;0,0225;0,0233;;;;;;;;;;;
dez/09;153,001;135,685;133,014;160,504;;0,999873899;1,001457946;0,999502222;1,000007794;;dez/09;-0,0020;0,0164;-0,0322;0,0120;;;;;;;;;;;
jan/10;148,127;130,339;128,98;154,342;;0,99968144;0,999605999;0,999696724;0,999616084;;jan/10;-0,0529;0,1254;-0,1169;-0,0342;;;;;;;;;;;
fev/10;147,267;194,28;121,981;152,333;;0,999941942;1,004905746;0,999457358;0,999869835;;fev/10;-0,0503;0,5974;-0,1343;-0,0506;;;;;;;;;;;
mar/10;162,189;263,979;139,633;160,979;;1,001013262;1,003587554;1,001447111;1,000567572;;mar/10;0,0636;0,8114;0,0600;0,0053;;;;;;;;;;;
abr/10;158,543;245,751;137,315;158,865;;0,999775201;0,999309491;0,999833993;0,999868679;;abr/10;0,0730;0,7815;0,0738;0,0306;;;;;;;;;;;
mai/10;159,588;175,603;144,236;161,719;;1,000065913;0,997145566;1,000504024;1,000179649;;mai/10;0,0854;0,0032;0,1786;0,0616;;;;;;;;;;;
jun/10;158,458;174,563;142,207;161,332;;0,999929193;0,999940775;0,999859328;0,99997607;;jun/10;-0,0230;-0,3602;0,0197;0,0024;;;;;;;;;;;
jul/10;163,384;213,908;147,255;163,376;;1,000310871;1,002253914;1,000354975;1,000126695;;jul/10;0,0306;-0,0666;0,0718;0,0282;;;;;;;;;;;
ago/10;164,408;177,217;149,179;166,071;;1,000062674;0,99828473;1,000130658;1,000164957;;ago/10;0,0303;0,0476;0,0345;0,0268;;;;;;;;;;;
set/10;163,088;142,42;147,73;166,83;;0,999919712;0,998036475;0,999902868;1,000045703;;set/10;0,0293;-0,1430;0,0389;0,0337;;;;;;;;;;;
out/10;164,131;117,139;151,531;167,886;;1,000063953;0,998224898;1,000257294;1,000063298;;out/10;0,0046;-0,5444;0,0291;0,0274;;;;;;;;;;;
nov/10;164,765;124,859;150,255;168,813;;1,000038628;1,000659046;0,999915793;1,000055216;;nov/10;0,0022;-0,3079;0,0076;0,0164;;;;;;;;;;;
dez/10;161,751;139,842;139,195;169,479;;0,999817073;1,001199994;0,999263918;1,000039452;;dez/10;-0,0080;0,0081;-0,0563;0,0158;;;;;;;;;;;
jan/11;156,432;146,434;135,5;162,249;;0,999671161;1,000471389;0,999734545;0,999573398;;jan/11;-0,0473;0,2332;-0,1085;-0,0332;;;;;;;;;;;
fev/11;157,886;205,922;133,01;161,635;;1,000092948;1,004062445;0,999816236;0,999962157;;fev/11;-0,0419;0,5741;-0,1185;-0,0425;;;;;;;;;;;
mar/11;167,036;267,856;144,54;165,776;;1,000579532;1,003007644;1,000866852;1,000256195;;mar/11;0,0343;0,7557;0,0417;-0,0208;;;;;;;;;;;
abr/11;163,062;237,804;140,328;164,567;;0,999762087;0,998878054;0,999708593;0,99992707;;abr/11;0,0434;0,5952;0,0391;0,0145;;;;;;;;;;;
mai/11;169,307;179,18;155,411;169,452;;1,000382983;0,997534777;1,001074839;1,00029684;;mai/11;0,0725;-0,0588;0,1651;0,0480;;;;;;;;;;;
jun/11;166,622;183,242;149,725;168,857;;0,999841412;1,000226699;0,999634131;0,999964887;;jun/11;-0,0014;-0,3359;0,0417;0,0189;;;;;;;;;;;
jul/11;169,025;231,584;152,006;168,51;;1,000144219;1,002638151;1,000152346;0,99997945;;jul/11;0,0369;0,0393;0,0861;0,0241;;;;;;;;;;;
ago/11;171,096;189,467;157,278;170,769;;1,000122526;0,998181351;1,000346828;1,000134057;;ago/11;0,0108;0,1042;0,0133;0,0078;;;;;;;;;;;
set/11;168,123;153,432;152,482;170,981;;0,999826238;0,998098086;0,999695062;1,000012414;;set/11;0,0093;-0,1089;0,0194;0,0126;;;;;;;;;;;
out/11;168,219;130,354;154,153;171,252;;1,00000571;0,998495881;1,000109587;1,00001585;;out/11;-0,0046;-0,5216;0,0151;0,0162;;;;;;;;;;;
nov/11;168,876;138,027;151,902;172,471;;1,000039056;1,000588628;0,999853976;1,000071182;;nov/11;-0,0129;-0,2817;-0,0341;0,0099;;;;;;;;;;;
dez/11;166,151;155,002;143,084;173,004;;0,999838639;1,001229832;0,999419494;1,000030904;;dez/11;-0,0117;0,0312;-0,0617;0,0118;;;;;;;;;;;
jan/12;159,369;128,74;140,607;164,989;;0,999591817;0,998305699;0,999826885;0,999536716;;jan/12;-0,0530;0,0122;-0,0899;-0,0361;;;;;;;;;;;
fev/12;158,826;185,401;136,051;162,756;;0,999965928;1,004401196;0,999675976;0,999864658;;fev/12;-0,0604;0,3933;-0,1077;-0,0568;;;;;;;;;;;
mar/12;171,377;236,432;146,254;172,547;;1,000790236;1,002752466;1,000749939;1,000601575;;mar/12;0,0348;0,5459;0,0252;0,0003;;;;;;;;;;;
abr/12;164,633;218,842;138,939;167,749;;0,999606482;0,999256023;0,999499843;0,999721931;;abr/12;0,0362;0,6416;-0,0075;0,0188;;;;;;;;;;;
mai/12;170,866;187,842;148,179;174,217;;1,0003786;0,998583453;1,00066504;1,000385576;;mai/12;0,0775;0,0587;0,0915;0,0709;;;;;;;;;;;
jun/12;168,414;192,582;144,147;173,012;;0,999856496;1,00025234;0,999727897;0,999930833;;jun/12;-0,0159;-0,1908;-0,0108;0,0038;;;;;;;;;;;
jul/12;174,199;249,371;151,674;174,856;;1,000343499;1,002948822;1,000522175;1,000106582;;jul/12;0,0579;0,1781;0,0915;0,0423;;;;;;;;;;;
ago/12;177,679;200,862;158,799;178,674;;1,000199772;0,998054746;1,000469758;1,000218351;;ago/12;0,0400;0,1250;0,0720;0,0256;;;;;;;;;;;
set/12;168,999;151,46;149,165;173,498;;0,999511479;0,9975405;0,999393321;0,99971031;;set/12;0,0055;-0,1464;0,0385;0,0035;;;;;;;;;;;
out/12;174,649;129,588;155,698;178,399;;1,000334322;0,998555922;1,000437971;1,000282482;;out/12;0,0045;-0,5838;0,0301;0,0211;;;;;;;;;;;
nov/12;171,316;129,742;148,529;176,715;;0,99980916;1,000011884;0,999539557;0,999905605;;nov/12;-0,0345;-0,3888;-0,0629;-0,0102;;;;;;;;;;;
dez/12;169,777;139,069;138,586;180,737;;0,999910166;1,000718888;0,999330568;1,000227598;;dez/12;0,0054;-0,0714;-0,0692;0,0416;;;;;;;;;;;
jan/13;164,982;141,454;140,221;171,221;;0,999717571;1,000171498;1,000117977;0,999473489;;jan/13;-0,0563;0,0902;-0,1012;-0,0393;;;;;;;;;;;
fev/13;162,736;227,523;132,352;167,502;;0,999863864;1,006084593;0,999438814;0,999782795;;fev/13;-0,0508;0,6981;-0,1112;-0,0516;;;;;;;;;;;
mar/13;175,176;300,036;144,304;175,49;;1,000764428;1,003187062;1,000903046;1,00047689;;mar/13;0,0346;0,9464;0,0459;-0,0267;;;;;;;;;;;
abr/13;177,521;283,593;149,451;177,26;;1,000133865;0,999451966;1,000356678;1,00010086;;abr/13;0,0762;0,8738;0,0698;0,0360;;;;;;;;;;;
mai/13;174,573;191,564;151,914;177,405;;0,999833935;0,996754892;1,000164803;1,00000818;;mai/13;0,0732;-0,0616;0,1425;0,0586;;;;;;;;;;;
jun/13;172,086;184,973;149,087;176,254;;0,999857538;0,999655937;0,999813908;0,99993512;;jun/13;-0,0175;-0,4134;0,0335;0,0044;;;;;;;;;;;
jul/13;179,481;235,387;156,336;180,385;;1,000429727;1,002725479;1,000486226;1,000234378;;jul/13;0,0121;-0,0872;0,0465;0,0178;;;;;;;;;;;
ago/13;179,973;196,634;160,754;181,178;;1,000027412;0,998353647;1,000282596;1,000043962;;ago/13;0,0315;0,0730;0,0583;0,0213;;;;;;;;;;;
set/13;175,794;153,54;155,716;179,911;;0,999767799;0,997808416;0,999686602;0,999930069;;set/13;0,0225;-0,1119;0,0455;0,0208;;;;;;;;;;;
out/13;180,287;132,787;161,772;183,622;;1,000255583;0,998648365;1,000388913;1,000206269;;out/13;0,0051;-0,5181;0,0358;0,0180;;;;;;;;;;;
nov/13;176,605;135,9;154,248;181,698;;0,99979577;1,000234436;0,999534901;0,99989522;;nov/13;-0,0181;-0,3307;-0,0390;0,0032;;;;;;;;;;;
dez/13;171,891;146,305;138,527;183,45;;0,999733077;1,000765636;0,998980797;1,000096424;;dez/13;-0,0216;-0,0353;-0,1095;0,0198;;;;;;;;;;;
jan/14;170,244;153,37;143,43;177,325;;0,999904183;1,000482895;1,000353938;0,999666122;;jan/14;-0,0567;0,1484;-0,1130;-0,0342;;;;;;;;;;;
fev/14;171,559;242,788;141,967;174,22;;1,000077242;1,005830215;0,999897999;0,999824898;;fev/14;-0,0286;0,7086;-0,0768;-0,0413;;;;;;;;;;;
mar/14;178,538;318,98;147,681;177,104;;1,000406799;1,003138211;1,000402488;1,000165538;;mar/14;0,0388;0,9474;0,0654;-0,0343;;;;;;;;;;;
abr/14;176,967;293,011;144,651;177,938;;0,999912008;0,999185874;0,999794828;1,000047091;;abr/14;0,0396;0,8165;0,0095;0,0037;;;;;;;;;;;
mai/14;176,092;184,826;149,581;180,868;;0,999950556;0,996307818;1,00034082;1,000164664;;mai/14;0,0269;-0,1379;0,0538;0,0377;;;;;;;;;;;
jun/14;168,839;183,523;140,283;175,628;;0,999588113;0,999929501;0,999378397;0,999710286;;jun/14;-0,0549;-0,4573;-0,0486;-0,0078;;;;;;;;;;;
jul/14;178,286;235,061;150,442;181,455;;1,000559527;1,002808258;1,000724179;1,000331781;;jul/14;0,0098;-0,0965;0,0443;0,0207;;;;;;;;;;;
ago/14;177,047;196,597;152,655;180,902;;0,999930505;0,998363659;1,0001471;0,999969524;;ago/14;0,0078;0,1097;0,0249;0,0011;;;;;;;;;;;
set/14;176,495;160,067;152,917;181,229;;0,999968822;0,998141884;1,000017163;1,000018076;;set/14;0,0459;-0,0693;0,0889;0,0319;;;;;;;;;;;
out/14;180,188;133,193;158,393;184,763;;1,000209241;0,998321078;1,000358103;1,000195002;;out/14;0,0109;-0,5164;0,0522;0,0183;;;;;;;;;;;
nov/14;174,592;137,017;148,611;180,765;;0,999689435;1,000287102;0,999382422;0,999783615;;nov/14;-0,0133;-0,3248;-0,0243;-0,0003;;;;;;;;;;;
dez/14;172,795;156,28;137,004;184,221;;0,999897074;1,001405884;0,999218968;1,000191187;;dez/14;-0,0204;0,0012;-0,1041;0,0170;;;;;;;;;;;
jan/15;167,152;159,623;138,177;174,451;;0,999673428;1,000213911;1,000085618;0,999469659;;jan/15;-0,0740;0,1908;-0,1313;-0,0556;;;;;;;;;;;
fev/15;165,178;260,229;132,198;169,171;;0,999881904;1,006302726;0,999567294;0,999697336;;fev/15;-0,0548;0,7933;-0,1128;-0,0642;;;;;;;;;;;
mar/15;179,585;346,332;144,76;178,634;;1,000872211;1,00330874;1,000950241;1,000559375;;mar/15;0,0427;0,9848;0,0603;-0,0274;;;;;;;;;;;
abr/15;172,147;311,858;136,854;174,319;;0,999585823;0,999004597;0,999453855;0,999758445;;abr/15;0,0340;0,8627;-0,0029;0,0015;;;;;;;;;;;
mai/15;169,126;190,199;140,104;175,153;;0,99982451;0,996098898;1,000237479;1,000047843;;mai/15;0,0282;-0,1600;0,0641;0,0366;;;;;;;;;;;
jun/15;166,323;189,01;136,857;173,114;;0,999834266;0,999937487;0,999768244;0,999883587;;jun/15;-0,0755;-0,4955;-0,0540;-0,0310;;;;;;;;;;;
jul/15;171,737;235,047;142,882;176,063;;1,000325511;1,002435691;1,000440241;1,00017035;;jul/15;-0,0016;-0,1537;0,0446;0,0102;;;;;;;;;;;
ago/15;170,209;195,819;145,581;174,931;;0,999911027;0,998331057;1,000188897;0,999935705;;ago/15;0,0071;0,0700;0,0397;-0,0010;;;;;;;;;;;
set/15;167,211;159,565;141,329;174,131;;0,999823864;0,998148596;0,999707929;0,999954268;;set/15;0,0060;-0,1090;0,0337;0,0060;;;;;;;;;;;
out/15;170,282;135,059;146,075;176,941;;1,00018366;0,9984642;1,000335812;1,000161373;;out/15;-0,0081;-0,5048;0,0233;0,0051;;;;;;;;;;;
nov/15;164,766;137,807;135,847;173,427;;0,999676067;1,000203467;0,999299812;0,999801403;;nov/15;-0,0316;-0,3182;-0,0657;-0,0083;;;;;;;;;;;
dez/15;163,408;153,533;125,109;177,132;;0,99991758;1,001141161;0,999209552;1,000213635;;dez/15;-0,0223;-0,0193;-0,1155;0,0176;;;;;;;;;;;
jan/16;157,234;146,11;125,477;167,734;;0,999622173;0,999516521;1,000029414;0,999469435;;jan/16;-0,0784;0,0861;-0,1461;-0,0516;;;;;;;;;;;
fev/16;159,051;243,118;125,405;165,503;;1,00011556;1,006639381;0,999994262;0,999866992;;fev/16;-0,0345;0,7301;-0,0767;-0,0450;;;;;;;;;;;
mar/16;169,326;318,45;133,408;172,241;;1,000646019;1,003098578;1,000638172;1,000407123;;mar/16;0,0384;0,9270;0,0662;-0,0257;;;;;;;;;;;
abr/16;165,414;289,925;129,966;170,352;;0,999768966;0,999104255;0,999741994;0,999890328;;abr/16;0,0530;0,8854;0,0374;0,0164;;;;;;;;;;;
mai/16;162,049;182,655;133,102;169,699;;0,999796571;0,996300078;1,000241294;0,999961668;;mai/16;0,0211;-0,1508;0,0621;0,0259;;;;;;;;;;;
jun/16;163,796;181,822;134,606;171,303;;1,000107807;0,999954395;1,000112996;1,00009452;;jun/16;-0,0327;-0,4638;0,0096;-0,0053;;;;;;;;;;;
jul/16;165,55;218,825;136,917;171,549;;1,000107084;1,002035122;1,000171686;1,000014361;;jul/16;0,0011;-0,1718;0,0526;0,0071;;;;;;;;;;;
ago/16;167,314;190,028;141,235;173,384;;1,000106554;0,998684017;1,000315374;1,000106967;;ago/16;0,0321;0,0671;0,0600;0,0216;;;;;;;;;;;
set/16;163,798;155,481;136,871;171,656;;0,999789856;0,998182005;0,999691011;0,999900337;;set/16;0,0003;-0,1103;0,0178;0,0022;;;;;;;;;;;
out/16;163,654;130,855;136,728;172,141;;0,999991209;0,998416141;0,999989552;1,000028254;;out/16;-0,0112;-0,4710;-0,0004;0,0036;;;;;;;;;;;
nov/16;163,105;136,357;133,053;172,279;;0,999966454;1,000420465;0,999731218;1,000008017;;nov/16;-0,0252;-0,2980;-0,0588;-0,0063;;;;;;;;;;;
dez/16;160,426;151,205;122,941;173,032;;0,99983575;1,001088906;0,999240002;1,000043708;;dez/16;-0,0207;-0,0076;-0,1039;0,0080;;;;;;;;;;;
jan/17;156,751;168,641;123,114;166,447;;0,999770922;1,001153136;1,000014072;0,999619435;;jan/17;-0,0427;0,2665;-0,1015;-0,0329;;;;;;;;;;;
fev/17;158,379;295,468;120,432;162,654;;1,000103859;1,007520532;0,999782153;0,99977212;;fev/17;-0,0289;0,9781;-0,0964;-0,0565;;;;;;;;;;;
mar/17;171,851;387,814;133,326;170,187;;1,000850618;1,003125415;1,001070646;1,00046313;;mar/17;0,0725;1,1835;0,0867;-0,0146;;;;;;;;;;;
abr/17;163,62;341,177;122,594;166,698;;0,999521039;0,998797439;0,999195056;0,99979499;;abr/17;0,0475;0,9454;0,0047;0,0030;;;;;;;;;;;
mai/17;166,655;213,564;133,916;173,549;;1,000185491;0,996259625;1,000923536;1,000410983;;mai/17;0,0557;-0,1828;0,1189;0,0669;;;;;;;;;;;
jun/17;164,853;204,966;132,106;172,559;;0,999891872;0,999597404;0,999864841;0,999942956;;jun/17;-0,0402;-0,5339;-0,0017;0,0149;;;;;;;;;;;
jul/17;168,768;250,004;135,383;174,238;;1,000237484;1,00219734;1,000248058;1,0000973;;jul/17;0,0315;-0,1953;0,1037;0,0451;;;;;;;;;;;
ago/17;170,478;212,143;141,288;176,117;;1,000101323;0,998485584;1,00043617;1,000107841;;ago/17;0,0231;0,0277;0,0549;0,0148;;;;;;;;;;;
set/17;165,564;161,065;136,835;173,913;;0,999711752;0,997592284;0,999684828;0,999874856;;set/17;0,0050;-0,1730;0,0369;0,0080;;;;;;;;;;;
out/17;167,654;135,87;140,624;175,988;;1,000126235;0,998435725;1,000276903;1,000119313;;out/17;-0,0061;-0,5477;0,0398;0,0102;;;;;;;;;;;
nov/17;166,734;140,534;136,673;176,056;;0,999945125;1,000343269;0,999719038;1,000003864;;nov/17;-0,0217;-0,3626;-0,0319;-0,0002;;;;;;;;;;;
dez/17;165,348;165,434;125,459;178,171;;0,999916874;1,001771813;0,999179501;1,000120132;;dez/17;-0,0012;0,0548;-0,0825;0,0243;;;;;;;;;;;
jan/18;162,11;170,825;127,682;171,177;;0,999804171;1,00032587;1,000177189;0,999607456;;jan/18;-0,0334;0,2442;-0,0924;-0,0269;;;;;;;;;;;
fev/18;161,025;285,093;121,537;166,975;;0,99993307;1,006689185;0,999518726;0,999754523;;fev/18;-0,0346;0,8801;-0,1124;-0,0518;;;;;;;;;;;
mar/18;173,124;373,435;132,635;174,691;;1,000751374;1,003098708;1,000913138;1,000462105;;mar/18;0,0488;1,0138;0,0609;-0,0176;;;;;;;;;;;
abr/18;171,219;344,9;131,704;174,384;;0,999889963;0,999235878;0,999929807;0,999982426;;abr/18;0,0574;0,9037;0,0361;0,0199;;;;;;;;;;;
mai/18;163,383;206,913;127,222;172,539;;0,999542341;0,995999217;0,999659691;0,999894199;;mai/18;0,0183;-0,1678;0,0502;0,0339;;;;;;;;;;;
jun/18;168,533;213,952;134,226;176,229;;1,00031521;1,000340191;1,000550534;1,000213865;;jun/18;-0,0253;-0,4423;0,0140;0,0090;;;;;;;;;;;
jul/18;172,553;264,895;139,266;177,377;;1,000238529;1,002381048;1,000375486;1,000065143;;jul/18;0,0096;-0,1290;0,0586;0,0173;;;;;;;;;;;
ago/18;174,953;216,788;143,567;180,958;;1,000139088;0,998183922;1,000308833;1,000201886;;ago/18;0,0693;0,0901;0,1235;0,0481;;;;;;;;;;;
set/18;167,688;171,428;134,85;176,809;;0,999584746;0,997907633;0,999392827;0,99977072;;set/18;-0,0038;-0,1533;0,0077;0,0038;;;;;;;;;;;
out/18;172,299;149,87;142,438;180,037;;1,000274975;0,998742446;1,000562699;1,00018257;;out/18;-0,0001;-0,5157;0,0264;0,0155;;;;;;;;;;;
nov/18;169,946;150,126;135,72;179,475;;0,999863435;1,000017081;0,999528356;0,999968784;;nov/18;-0,0277;-0,3330;-0,0516;-0,0078;;;;;;;;;;;
dez/18;165,259;163,439;122,242;179,058;;0,999724207;1,000886788;0,999006926;0,999976766;;dez/18;-0,0137;-0,0355;-0,0902;0,0128;;;;;;;;;;;
jan/19;164,244;164,066;126,748;174,823;;0,999938581;1,000038363;1,000368613;0,999763484;;jan/19;-0,0474;0,0942;-0,1096;-0,0291;;;;;;;;;;;
fev/19;165,882;290,765;123,447;172,303;;1,00009973;1,007722441;0,999739562;0,999855854;;fev/19;-0,0237;0,8655;-0,0885;-0,0404;;;;;;;;;;;
mar/19;170,605;378,622;126,005;173,989;;1,00028472;1,003021581;1,000207214;1,000097851;;mar/19;0,0323;1,0806;0,0315;-0,0283;;;;;;;;;;;
abr/19;171,292;352,902;127,637;175,516;;1,000040268;0,999320695;1,000129519;1,000087764;;abr/19;0,0425;1,0081;0,0076;0,0041;;;;;;;;;;;
mai/19;171,42;209,054;135,615;178,896;;1,000007473;0,995923854;1,000625054;1,000192575;;mai/19;0,0332;-0,1745;0,0962;0,0378;;;;;;;;;;;
jun/19;166,322;209,887;128,448;175,507;;0,999702602;1,000039846;0,999471519;0,99981056;;jun/19;-0,0250;-0,4713;0,0226;0,0091;;;;;;;;;;;
jul/19;175,074;275,594;137,265;180,497;;1,000526208;1,003130589;1,000686426;1,000284319;;jul/19;0,0236;-0,0919;0,0783;0,0287;;;;;;;;;;;
ago/19;174,468;214,421;140,803;180,631;;0,999965386;0,997780322;1,00025775;1,000007424;;ago/19;0,0194;0,0944;0,0415;0,0102;;;;;;;;;;;
set/19;171,368;169,262;136,635;180,377;;0,999822317;0,99789391;0,999703984;0,999985938;;set/19;0,0314;-0,1204;0,0648;0,0278;;;;;;;;;;;
out/19;176,375;149,504;143,246;184,236;;1,000292178;0,998832697;1,000483844;1,000213941;;out/19;0,0080;-0,5483;0,0445;0,0207;;;;;;;;;;;
nov/19;171,467;148,759;134,599;181,516;;0,999721729;0,999950169;0,999396353;0,999852363;;nov/19;-0,0164;-0,3321;-0,0416;0,0052;;;;;;;;;;;
dez/19;168,259;160,086;121,969;183,319;;0,999812909;1,000761433;0,999061657;1,00009933;;dez/19;-0,0173;-0,0457;-0,1058;0,0166;;;;;;;;;;;
jan/20;165,455;170,653;124,823;176,493;;0,999833352;1,000660083;1,000233994;0,999627644;;jan/20;-0,0632;0,1372;-0,1308;-0,0421;;;;;;;;;;;
fev/20;166,442;312,765;122,748;172,404;;1,000059654;1,008327542;0,999833765;0,999768319;;fev/20;-0,0294;0,9761;-0,0871;-0,0505;;;;;;;;;;;
mar/20;170,906;409,446;124,053;173,875;;1,000268202;1,003091171;1,000106315;1,000085323;;mar/20;0,0161;1,2112;0,0174;-0,0519;;;;;;;;;;;
abr/20;149,575;372,827;104,551;155,328;;0,998751887;0,999105645;0,99842793;0,998933314;;abr/20;-0,0921;1,0540;-0,1632;-0,1213;;;;;;;;;;;
mai/20;150,467;219,762;114,027;158,229;;1,000059636;0,995894477;1,000906352;1,000186766;;mai/20;-0,0921;-0,1920;-0,0561;-0,0795;;;;;;;;;;;
jun/20;157,387;221,544;121,602;164,678;;1,000459902;1,000081088;1,000664316;1,000407574;;jun/20;-0,0729;-0,4916;-0,0003;-0,0473;;;;;;;;;;;
jul/20;167,338;282,518;135,732;169,832;;1,000632263;1,00275223;1,001161987;1,000312974;;jul/20;0,1152;-0,1284;0,2735;0,0908;;;;;;;;;;;
ago/20;167,5;215,503;138,768;172,319;;1,000009681;0,997627939;1,000223676;1,000146439;;ago/20;0,1102;0,0455;0,2051;0,0867;;;;;;;;;;;
set/20;170,259;172,529;140,392;177,24;;1,000164716;0,998005875;1,00011703;1,000285575;;set/20;0,0807;-0,1621;0,1503;0,0745;;;;;;;;;;;
out/20;172,302;147,511;143,811;178,373;;1,000119994;0,998549925;1,000243532;1,000063925;;out/20;0,0294;-0,5805;0,0584;0,0496;;;;;;;;;;;
nov/20;171,012;148,966;135,317;179,815;;0,999925131;1,000098637;0,999409364;1,000080842;;nov/20;0,0210;-0,3343;-0,0230;0,0430;;;;;;;;;;;
dez/20;171,063;162,566;129,579;182,969;;1,000002982;1,00091296;0,999575959;1,000175402;;dez/20;0,0048;-0,0440;-0,0771;0,0320;;;;;;;;;;;
jan/21;164,24;168,905;130,979;172,692;;0,999601141;1,000389934;1,000108042;0,99943832;;jan/21;-0,0471;0,1402;-0,0906;-0,0306;;;;;;;;;;;
