"window","name","coef"
"ind_12_to_75","x1_lag_4",0.370637307398173
"ind_12_to_75","x2_lag_4",-0.796719183262529
"ind_12_to_75","x8_lag_4",0.214026542437988
"ind_12_to_75","x14_lag_4",0.00467478616764389
"ind_12_to_75","x19_lag_4",0.331550747015017
"ind_12_to_75","y_lag_5",0.0141053917147898
"ind_12_to_75","x2_lag_5",-0.028113820934642
"ind_12_to_75","x9_lag_5",-0.0064975085911109
"ind_13_to_76","(Intercept)",-0.291637413764414
"ind_13_to_76","y_lag_4",0.0625705214912552
"ind_13_to_76","x1_lag_4",0.31823470873422
"ind_13_to_76","x2_lag_4",-0.735368971751315
"ind_13_to_76","x8_lag_4",0.264538754965121
"ind_13_to_76","x14_lag_4",0.0188786165293917
"ind_13_to_76","x19_lag_4",0.465806820580383
"ind_13_to_76","x2_lag_5",-0.133097102850934
"ind_13_to_76","x7_lag_5",-0.0527927894662213
