Nome: PELOTAS
Codigo Estacao: 83985
Latitude: -31.78333333
Longitude: -52.41666666
Altitude: 13
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2006-01-31;9;229.8;7.2;122.8;1011.4;29.6;23.7;19.3;80.3;13;3.5;
2006-02-28;9;228.1;5.9;82.8;1010.8;28.6;22.7;17.8;77.6;13;3;
2006-03-31;5;245.7;5.4;135.6;1011.8;27.5;21.9;17.8;80.8;13;4;
2006-04-30;27;206.2;5.7;30.2;1014.3;24.9;18.7;14.3;81.8;7.5;3;
2006-05-31;23;180.4;6.4;58.4;1019.1;19.7;13.6;9.4;86.4;15;3.2;
2006-06-30;9;164;6.4;61.2;1017.4;19.9;13.5;9;86.8;13;2.5;
2006-07-31;5;159.6;6.8;79.2;1015.7;21.3;15.4;11.2;84;13;3.1;
2006-08-31;23;169.8;6.6;109.8;1015.7;18.6;13.1;8.9;82.5;12;3.5;
2006-09-30;5;201.7;5.9;89.2;1016.1;19.7;14.1;9.6;81.5;15;4.4;
2006-10-31;9;206.7;7;52.9;1014.2;23.8;18.6;14.4;80.4;12;4.6;
2006-11-30;9;234;6;130.8;1013.7;24.5;19.4;15;76;12;4.8;
2006-12-31;5;287.5;6.2;140.2;1010.5;29.3;23.4;18.9;79.9;8.1;3.6;
2007-01-31;9;246.4;6.6;11.8;1009.8;29.7;23.9;19.4;77.2;11;3.4;
2007-02-28;9;243.3;5.8;92.6;1010.7;30.3;23.9;18.6;77.2;13.5;4.9;
