Nome: BAGE
Codigo Estacao: 83980
Latitude: -31.30555555
Longitude: -54.11944443
Altitude: 245.66
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2005-12-31;5;273.4;3.8;14.6;984.1;28.6;21.9;15.1;61.6;7;4.1;
2006-01-31;14;236.1;5.4;165;983.4;30.7;24.2;18.7;67;9;3.7;
2006-02-28;5;241.2;4;48.4;983.5;30;23.4;17.6;66;7;3;
2006-03-31;5;262.8;3.9;66;984.6;28.4;22;16.6;70.5;7;3.1;
2006-04-30;5;214.3;4.1;68.3;987;24.2;18;13.6;71.4;7;2.7;
2006-05-31;14;191.8;4.6;96.1;991.9;18.2;12.5;8.5;75.8;7;2.2;
2006-06-30;5;138.7;5.1;82.5;989.6;18.8;13.2;9.2;78.8;9;3.2;
2006-07-31;5;167.8;5.2;58.6;988.4;20.3;14.8;11;78.7;9;3.2;
2006-08-31;5;173.3;4.9;56.9;988.2;18.1;12.4;7.9;75.6;7;2.6;
2006-09-30;5;199.8;4.5;98.3;988.4;19.7;13.7;8.8;71.7;12;3.6;
2006-10-31;5;239.4;3.7;64.3;986.1;25.4;18.9;13.3;71.7;7;3.6;
2006-11-30;5;232.7;4.2;167;985.9;25.4;19.7;14.4;69.8;7;4.2;
2006-12-31;5;252.4;3.8;112.9;983.2;30;23.9;17.9;68.5;9;3.4;
2007-01-31;5;234.8;4.8;67.6;983.1;29.7;23.6;18.1;69.8;9;3.1;
2007-02-28;5;226.9;4.3;90.7;983.8;29.5;23.6;18.1;69;7;3.3;
2007-03-31;5;165.5;6.6;254.5;985.2;27.6;22.3;18.6;78.6;12;3.8;
2007-04-30;5;197.9;4.5;70.9;987.4;24.9;19.5;15.4;77.6;7;2.9;
2007-05-31;23;160.7;4.8;30.5;990.1;17.2;11.6;7.5;79.8;9;2.6;
2007-06-30;32;112.4;6.1;185.6;987.7;16.4;11.6;8;80.2;9;2.7;
2007-07-31;32;148.4;5.1;78;989.3;14.3;8.8;4.6;75.5;9;3.2;
2007-08-31;14;97;6.7;200.7;990.4;15.6;10.8;7;81.4;9;4.2;
2007-09-30;5;117.8;6.5;66.5;989.3;22.6;17.4;13.1;76;7;3.8;
2007-10-31;5;124.3;7.1;160.6;985.4;23.5;18.6;14.3;76.6;9;3.7;
2007-11-30;5;259.4;3.7;61.8;984.4;25.2;18.7;12.6;67.2;9;3.7;
2007-12-31;5;271.5;3.3;62.2;983;29.8;22.8;16;66.2;7;3.6;
2008-01-31;5;248.3;4.5;33.9;984.8;29.5;23.3;17.4;65.6;9;4.4;
2008-02-29;5;211.9;5.3;111.1;984.3;28.7;23;18;70;7;3;
2008-03-31;14;253;3.8;87.7;985.3;27.4;21.4;16.6;70.5;7;2.8;
2008-04-30;32;222.8;3.3;101.4;984.9;24.1;17.6;12.9;68.4;5;2.1;
2008-05-31;32;161.9;5;97.5;988.6;20.1;14.6;10.6;76.5;9;2.9;
2008-06-30;32;119;6;174.4;989.6;14.9;10.5;7.2;80.7;12;2.4;
2008-07-31;5;141.6;6.2;123.3;989.4;19;14.5;11.6;81.6;9;2.9;
2008-08-31;5;187.5;4.2;181.8;987.9;18.2;12.2;7.5;76.1;7;2.7;
2008-09-30;5;140.7;5.9;94.5;989.8;18.6;13.3;8.7;76.5;9;3.4;
2008-10-31;5;195.8;5.6;98.9;987.8;22.6;17.2;12.5;74.4;9;3.5;
2008-11-30;5;273.6;3.6;121.9;985.8;27.7;21.2;15.2;67.1;9;3.7;
2008-12-31;5;260.4;4.1;104.8;984.3;28.2;21.9;16;67.7;7;3.4;
2009-01-31;14;219.7;4.5;110.3;984.2;28.5;22.4;16.8;68.2;9;4.1;
2009-02-28;5;223.8;5;158.1;983.7;28.6;22.8;17.7;71.2;9;3.2;
2009-03-31;5;238.9;4.5;63.2;984.3;27.4;21.6;16.9;73;7;2.5;
2009-04-30;0;216.4;2.8;.8;988.5;25.5;18.4;13;69.1;7;1.7;
2009-05-31;36;191.5;4.1;126.3;987.1;22.3;15.8;11.3;73.9;7;2.2;
2009-06-30;0;171;4.7;44.3;989.6;16.1;10.4;6.6;76.6;12;2.3;
2009-07-31;32;169.1;4.6;59.5;989.7;14.7;9.1;5.1;74.3;12;2.6;
2009-08-31;36;187.4;5;210.2;988.1;20.5;14.8;10.6;73.7;9;3.7;
2009-09-30;14;156;6.3;248.9;987.8;18.8;14;10.1;78.2;7;3.5;
2009-10-31;5;254.6;3.8;140;985.6;23.1;17.1;11.2;68.3;12;3.8;
2009-11-30;5;125.6;7.1;582.7;980.8;26.2;21.3;16.8;77.8;12;3.6;
2009-12-31;14;216.5;5.6;136.7;983.3;27;21.8;16.7;71.6;12;3.6;
2010-01-31;5;245.4;5;212.7;983;29;23.6;18.2;71.3;12;2.8;
2010-02-28;5;182.4;5.8;225.4;983.1;29.2;24;19.4;77;9;3.2;
2010-03-31;5;228.6;4.6;77.3;984.8;27.5;21.9;17;71.2;9;2.8;
2010-04-30;5;203.4;4.6;81.3;988.6;24;17.5;12.7;72.9;7;2.6;
2010-05-31;5;118.8;6.7;102.7;989.3;19.7;15.1;11.6;80.8;7;2.7;
2010-06-30;5;146.5;6;106.8;990.5;17.1;12.1;8.4;77.1;9;3.2;
2010-07-31;5;179.3;4.8;261.1;989.6;17.3;11.2;6.8;75.5;9;3.3;
2010-08-31;5;109.3;6.9;40;991.1;17.3;12;7.5;75.3;7;3;
2010-09-30;5;141.2;6.2;116.5;987.1;20.7;15.2;10.8;75;9;3.4;
2010-10-31;5;262;4;30.2;987.1;23;16.8;10.9;65.7;9;3.3;
2010-11-30;14;259;4.4;35.6;984;26.5;19.5;13;62.4;9;3.1;
2010-12-31;5;270.5;3.5;65;980;30.8;23.8;16.6;61;9;3.6;
2011-01-31;14;239.5;4.9;72.7;981.2;32.4;26.4;20.7;69.3;7;2.8;
2011-02-28;14;235.5;4.5;105.6;983.9;30.6;25;20.1;72;7;3.2;
2011-03-31;5;254.4;3.6;101;986;29.1;21.6;15.4;69.1;7;3.5;
2011-04-30;5;209.6;4.2;110.2;986.6;26.4;19.1;13.5;71.3;9;2.1;
2011-05-31;5;195.2;4.8;73.2;990.1;20.6;14;9.6;77;9;2.3;
2011-06-30;32;154.2;6.3;115;988.1;17.3;11.5;7.4;77.6;7;3;
2011-07-31;5;154.3;5.3;126.5;989.1;16.5;10.8;6.7;75.2;9;2.8;
2011-08-31;5;172.7;5.8;107.4;987.8;18;12;7.6;74.4;9;3.8;
