Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2024-05-31;27;84.5;7.6;539.9;1010.4;20.8;16.8;14.4;87.5;9.3;1.7;
2024-06-30;14;124.5;6;186.5;1010.6;22.8;17.3;14.3;83.7;4.6;1.7;
2024-07-31;14;103.6;6.6;77.3;1017;18.8;13.9;10.9;84.2;3.6;1.3;
2024-08-31;14;132;6;46.8;1013;21.6;15.9;12.1;81.6;5.7;1.7;
2024-09-30;14;125.8;6.6;211.9;1009.1;24.6;19;15.5;81.2;4.6;1.9;
2024-10-31;14;173;5.3;62.1;1009.3;26.4;21;17.4;77.9;5.1;2.2;
2024-11-30;14;186.8;6.1;74.3;1007.2;29.3;23.3;19.3;73.5;4.6;2.2;
2024-12-31;14;null;5.9;null;1006;null;null;null;null;4.6;2.3;
2025-01-31;14;null;5.9;94.8;1005.6;null;null;null;null;4.6;2;
2025-02-28;14;null;5.6;null;1006.8;null;null;null;null;2.6;1.2;
2025-03-31;14;null;4.7;45.2;1009.5;null;null;20.3;null;3.6;1.6;
2025-04-30;null;null;5.8;67.1;1010.7;null;null;16.7;null;null;null;
2025-05-31;27;null;6.6;152.3;1012.8;null;null;14.7;null;2.6;1;
2025-06-30;27;null;6.6;247.7;1013.3;null;null;10.6;null;3.6;1.1;

